targ_direction;stroop_cong;trial_start;targ_pos;total_time;target_name;soa_onset;cue_pos;response;trial_number;congruent;SOA;cue_onset;fix_onset;rt;repetition;targ_onset;condition;Accuracy
5;-1;0.0;-5;3.143;Right;0.803;-5;rctrl;26;1;48;0.753;0.0;0.517;3;1.605;practice;1
-5;1;0.0;-5;2.374;Left;0.802;5;lctrl;27;-1;3;0.752;0.0;0.482;3;0.852;practice;1
-5;-1;0.0;5;3.129;Left;0.801;-5;lctrl;28;-1;48;0.751;0.0;0.509;1;1.604;practice;1
5;-1;0.0;-5;3.111;Right;0.802;5;rctrl;29;-1;48;0.752;0.0;0.487;2;1.609;practice;1
5;-1;0.0;-5;2.342;Right;0.802;-5;rctrl;30;1;3;0.752;0.0;0.47;2;0.852;practice;1
5;-1;0.0;-5;2.361;Right;0.802;5;rctrl;31;-1;3;0.752;0.0;0.494;2;0.852;practice;1
5;1;0.0;5;2.331;Right;0.802;5;rctrl;32;1;3;0.752;0.0;0.453;2;0.852;practice;1
5;1;0.0;5;3.049;Right;0.802;5;rctrl;1;1;48;0.752;0.0;0.418;1;1.605;ex1;1
-5;1;0.0;-5;2.209;Left;0.801;5;lctrl;2;-1;3;0.751;0.0;0.331;3;0.851;ex1;1
-5;1;0.0;-5;3.02;Left;0.801;-5;lctrl;3;1;48;0.751;0.0;0.395;3;1.604;ex1;1
-5;-1;0.0;5;2.284;Left;0.802;5;lctrl;4;1;3;0.752;0.0;0.405;0;0.853;ex1;1
5;-1;0.0;-5;2.333;Right;0.801;-5;rctrl;5;1;3;0.751;0.0;0.46;3;0.851;ex1;1
-5;-1;0.0;5;2.362;Left;0.802;-5;lctrl;6;-1;3;0.752;0.0;0.492;1;0.853;ex1;1
5;-1;0.0;-5;3.237;Right;0.801;5;rctrl;7;-1;48;0.752;0.0;0.612;1;1.603;ex1;1
5;-1;0.0;-5;2.377;Right;0.801;5;rctrl;8;-1;3;0.751;0.0;0.5;2;0.852;ex1;1
-5;1;0.0;-5;3.127;Left;0.802;-5;lctrl;9;1;48;0.752;0.0;0.506;0;1.604;ex1;1
-5;-1;0.0;5;2.298;Left;0.802;5;lctrl;10;1;3;0.752;0.0;0.424;3;0.852;ex1;1
5;-1;0.0;-5;2.333;Right;0.807;5;rctrl;11;-1;3;0.757;0.0;0.451;3;0.857;ex1;1
5;-1;0.0;-5;2.988;Right;0.801;5;rctrl;12;-1;48;0.751;0.0;0.371;2;1.604;ex1;1
5;1;0.0;5;3.15;Right;0.803;-5;rctrl;13;-1;48;0.753;0.0;0.526;1;1.605;ex1;1
-5;1;0.0;-5;2.346;Left;0.802;-5;lctrl;14;1;3;0.752;0.0;0.479;1;0.852;ex1;1
5;-1;0.0;-5;2.318;Right;0.801;5;rctrl;15;-1;3;0.751;0.0;0.439;0;0.851;ex1;1
5;1;0.0;5;3.051;Right;0.801;5;rctrl;16;1;48;0.751;0.0;0.43;0;1.608;ex1;1
5;1;0.0;5;2.301;Right;0.801;-5;rctrl;17;-1;3;0.752;0.0;0.424;3;0.852;ex1;1
5;1;0.0;5;3.067;Right;0.801;5;rctrl;18;1;48;0.751;0.0;0.439;2;1.608;ex1;1
-5;1;0.0;-5;3.049;Left;0.801;5;lctrl;19;-1;48;0.752;0.0;0.416;2;1.604;ex1;1
-5;-1;0.0;5;3.006;Left;0.802;5;rctrl;20;1;48;0.752;0.0;0.362;3;1.604;ex1;0
5;1;0.0;5;3.089;Right;0.807;-5;rctrl;21;-1;48;0.757;0.0;0.456;0;1.609;ex1;1
-5;-1;0.0;5;3.113;Left;0.801;5;lctrl;22;1;48;0.751;0.0;0.493;2;1.604;ex1;1
-5;-1;0.0;5;2.348;Left;0.802;5;lctrl;23;1;3;0.752;0.0;0.472;2;0.856;ex1;1
5;1;0.0;5;2.238;Right;0.802;-5;rctrl;24;-1;3;0.752;0.0;0.368;2;0.852;ex1;1
-5;-1;0.0;5;2.372;Left;0.803;-5;lctrl;25;-1;3;0.752;0.0;0.507;0;0.853;ex1;1
5;1;0.0;5;2.186;Right;0.802;-5;rctrl;26;-1;3;0.752;0.0;0.321;0;0.852;ex1;1
-5;-1;0.0;5;3.057;Left;0.803;5;lctrl;27;1;48;0.753;0.0;0.425;0;1.61;ex1;1
-5;1;0.0;-5;3.035;Left;0.802;5;lctrl;28;-1;48;0.751;0.0;0.416;0;1.604;ex1;1
5;1;0.0;5;2.32;Right;0.802;5;rctrl;29;1;3;0.752;0.0;0.449;0;0.852;ex1;1
5;1;0.0;5;2.973;Right;0.801;-5;rctrl;30;-1;48;0.751;0.0;0.353;3;1.604;ex1;1
5;1;0.0;5;2.965;Right;0.803;-5;rctrl;31;-1;48;0.752;0.0;0.337;2;1.609;ex1;1
-5;1;0.0;-5;2.282;Left;0.802;5;lctrl;32;-1;3;0.752;0.0;0.406;0;0.852;ex1;1
5;1;0.0;5;2.302;Right;0.801;5;rctrl;33;1;3;0.751;0.0;0.438;1;0.851;ex1;1
5;1;0.0;5;2.261;Right;0.803;-5;rctrl;34;-1;3;0.753;0.0;0.39;1;0.853;ex1;1
-5;-1;0.0;5;2.378;Left;0.807;5;lctrl;35;1;3;0.756;0.0;0.5;1;0.857;ex1;1
5;-1;0.0;-5;3.124;Right;0.802;-5;rctrl;36;1;48;0.752;0.0;0.514;1;1.605;ex1;1
-5;1;0.0;-5;3.075;Left;0.802;-5;lctrl;37;1;48;0.752;0.0;0.465;2;1.604;ex1;1
5;1;0.0;5;2.343;Right;0.802;5;rctrl;38;1;3;0.752;0.0;0.473;2;0.852;ex1;1
5;-1;0.0;-5;3.048;Right;0.806;5;rctrl;39;-1;48;0.756;0.0;0.42;3;1.609;ex1;1
5;-1;0.0;-5;3.047;Right;0.802;-5;rctrl;40;1;48;0.752;0.0;0.422;2;1.604;ex1;1
-5;1;0.0;-5;2.348;Left;0.802;5;lctrl;41;-1;3;0.752;0.0;0.472;1;0.852;ex1;1
5;-1;0.0;-5;2.283;Right;0.802;-5;rctrl;42;1;3;0.752;0.0;0.408;1;0.853;ex1;1
-5;-1;0.0;5;2.333;Left;0.801;-5;lctrl;43;-1;3;0.751;0.0;0.464;2;0.851;ex1;1
5;-1;0.0;-5;2.221;Right;0.802;-5;rctrl;44;1;3;0.752;0.0;0.344;0;0.853;ex1;1
-5;-1;0.0;5;3.098;Left;0.806;-5;lctrl;45;-1;48;0.756;0.0;0.448;2;1.608;ex1;1
-5;1;0.0;-5;2.363;Left;0.802;-5;lctrl;46;1;3;0.752;0.0;0.491;2;0.852;ex1;1
5;1;0.0;5;3.004;Right;0.801;5;rctrl;47;1;48;0.751;0.0;0.377;3;1.604;ex1;1
-5;1;0.0;-5;3.189;Left;0.802;-5;lctrl;48;1;48;0.752;0.0;0.571;1;1.605;ex1;1
5;-1;0.0;-5;3.026;Right;0.802;-5;lctrl;49;1;48;0.752;0.0;0.375;3;1.604;ex1;0
-5;1;0.0;-5;2.551;Left;0.801;5;lctrl;50;-1;3;0.751;0.0;0.678;2;0.851;ex1;1
-5;-1;0.0;5;3.16;Left;0.806;5;lctrl;51;1;48;0.756;0.0;0.515;1;1.608;ex1;1
5;-1;0.0;-5;2.318;Right;0.806;-5;rctrl;52;1;3;0.756;0.0;0.437;2;0.856;ex1;1
-5;-1;0.0;5;2.349;Left;0.801;-5;lctrl;53;-1;3;0.751;0.0;0.485;3;0.851;ex1;1
-5;-1;0.0;5;3.085;Left;0.801;-5;lctrl;54;-1;48;0.751;0.0;0.461;0;1.603;ex1;1
-5;1;0.0;-5;2.347;Left;0.802;-5;lctrl;55;1;3;0.752;0.0;0.471;0;0.852;ex1;1
-5;-1;0.0;5;4.19;Left;0.801;-5;0;56;-1;48;0.751;0.0;387.148;3;1.604;ex1;0
5;-1;0.0;-5;2.388;Right;0.803;5;rctrl;57;-1;3;0.752;0.0;0.511;1;0.853;ex1;1
5;-1;0.0;-5;3.051;Right;0.801;5;rctrl;58;-1;48;0.751;0.0;0.418;0;1.607;ex1;1
-5;1;0.0;-5;3.129;Left;0.801;5;lctrl;59;-1;48;0.751;0.0;0.505;1;1.607;ex1;1
5;-1;0.0;-5;3.093;Right;0.8;-5;rctrl;60;1;48;0.75;0.0;0.473;0;1.602;ex1;1
-5;1;0.0;-5;3.048;Left;0.802;5;lctrl;61;-1;48;0.751;0.0;0.425;3;1.604;ex1;1
5;1;0.0;5;2.302;Right;0.801;5;rctrl;62;1;3;0.752;0.0;0.435;3;0.851;ex1;1
-5;1;0.0;-5;2.323;Left;0.807;-5;lctrl;63;1;3;0.757;0.0;0.447;3;0.857;ex1;1
-5;-1;0.0;5;3.067;Left;0.801;-5;lctrl;64;-1;48;0.751;0.0;0.449;1;1.604;ex1;1
-5;-1;0.0;5;2.301;Left;0.801;-5;lctrl;1;-1;3;0.751;0.0;0.438;2;0.852;ex2;1
-5;-1;0.0;5;3.071;Left;0.803;5;lctrl;2;1;48;0.753;0.0;0.441;1;1.61;ex2;1
-5;1;0.0;-5;2.973;Left;0.801;5;lctrl;3;-1;48;0.751;0.0;0.352;1;1.604;ex2;1
-5;-1;0.0;5;2.247;Left;0.801;5;lctrl;4;1;3;0.751;0.0;0.382;3;0.851;ex2;1
5;1;0.0;5;3.1;Right;0.802;5;rctrl;5;1;48;0.752;0.0;0.469;2;1.609;ex2;1
5;-1;0.0;-5;2.316;Right;0.802;-5;rctrl;6;1;3;0.752;0.0;0.445;0;0.852;ex2;1
-5;-1;0.0;5;2.318;Left;0.801;-5;lctrl;7;-1;3;0.751;0.0;0.451;0;0.851;ex2;1
-5;1;0.0;-5;2.369;Left;0.803;-5;lctrl;8;1;3;0.753;0.0;0.482;3;0.853;ex2;1
5;-1;0.0;-5;3.051;Right;0.801;-5;rctrl;9;1;48;0.751;0.0;0.435;1;1.604;ex2;1
-5;-1;0.0;5;3.038;Left;0.801;-5;lctrl;10;-1;48;0.751;0.0;0.421;1;1.603;ex2;1
-5;1;0.0;-5;3.104;Left;0.803;5;lctrl;11;-1;48;0.753;0.0;0.474;2;1.608;ex2;1
5;-1;0.0;-5;2.349;Right;0.801;-5;rctrl;12;1;3;0.751;0.0;0.472;1;0.851;ex2;1
5;-1;0.0;-5;3.082;Right;0.801;-5;rctrl;13;1;48;0.751;0.0;0.447;2;1.608;ex2;1
-5;-1;0.0;5;3.065;Left;0.802;5;lctrl;14;1;48;0.752;0.0;0.432;3;1.605;ex2;1
5;1;0.0;5;3.098;Right;0.801;5;rctrl;15;1;48;0.751;0.0;0.475;0;1.602;ex2;1
-5;-1;0.0;5;2.38;Left;0.801;-5;lctrl;16;-1;3;0.751;0.0;0.506;3;0.851;ex2;1
5;-1;0.0;-5;2.505;Right;0.804;5;rctrl;17;-1;3;0.754;0.0;0.635;2;0.855;ex2;1
5;1;0.0;5;3.025;Right;0.802;-5;rctrl;18;-1;48;0.752;0.0;0.396;2;1.604;ex2;1
5;1;0.0;5;2.318;Right;0.801;5;rctrl;19;1;3;0.751;0.0;0.453;2;0.851;ex2;1
-5;-1;0.0;5;3.087;Left;0.803;-5;lctrl;20;-1;48;0.753;0.0;0.46;2;1.605;ex2;1
5;-1;0.0;-5;3.098;Right;0.805;-5;rctrl;21;1;48;0.755;0.0;0.475;0;1.608;ex2;1
5;1;0.0;5;3.031;Right;0.802;-5;rctrl;22;-1;48;0.752;0.0;0.411;0;1.604;ex2;1
5;-1;0.0;-5;3.067;Right;0.801;-5;rctrl;23;1;48;0.751;0.0;0.441;3;1.608;ex2;1
5;-1;0.0;-5;3.018;Right;0.802;5;rctrl;24;-1;48;0.752;0.0;0.394;3;1.605;ex2;1
5;1;0.0;5;2.318;Right;0.801;-5;rctrl;25;-1;3;0.751;0.0;0.442;1;0.851;ex2;1
5;-1;0.0;-5;2.318;Right;0.802;5;rctrl;26;-1;3;0.753;0.0;0.453;1;0.852;ex2;1
5;-1;0.0;-5;2.492;Right;0.801;5;rctrl;27;-1;3;0.751;0.0;0.629;3;0.851;ex2;1
-5;1;0.0;-5;2.331;Left;0.802;-5;lctrl;28;1;3;0.752;0.0;0.462;1;0.853;ex2;1
-5;-1;0.0;5;3.082;Left;0.801;5;lctrl;29;1;48;0.751;0.0;0.463;0;1.602;ex2;1
5;1;0.0;5;2.315;Right;0.802;-5;rctrl;30;-1;3;0.752;0.0;0.441;3;0.852;ex2;1
-5;-1;0.0;5;2.38;Left;0.801;5;lctrl;31;1;3;0.751;0.0;0.504;2;0.851;ex2;1
5;1;0.0;5;2.957;Right;0.801;-5;rctrl;32;-1;48;0.751;0.0;0.329;1;1.608;ex2;1
-5;1;0.0;-5;2.318;Left;0.801;5;lctrl;33;-1;3;0.751;0.0;0.442;2;0.851;ex2;1
-5;1;0.0;-5;2.315;Left;0.802;-5;lctrl;34;1;3;0.752;0.0;0.441;0;0.852;ex2;1
-5;1;0.0;-5;3.082;Left;0.801;5;lctrl;35;-1;48;0.751;0.0;0.456;0;1.604;ex2;1
5;1;0.0;5;2.287;Right;0.801;5;rctrl;36;1;3;0.751;0.0;0.411;1;0.857;ex2;1
5;-1;0.0;-5;3.113;Right;0.801;5;rctrl;37;-1;48;0.751;0.0;0.498;1;1.604;ex2;1
-5;1;0.0;-5;2.566;Left;0.802;5;lctrl;38;-1;3;0.752;0.0;0.69;0;0.852;ex2;1
5;-1;0.0;-5;2.268;Right;0.802;-5;rctrl;39;1;3;0.752;0.0;0.393;2;0.853;ex2;1
5;-1;0.0;-5;3.082;Right;0.801;5;rctrl;40;-1;48;0.751;0.0;0.45;0;1.608;ex2;1
-5;1;0.0;-5;3.048;Left;0.802;-5;lctrl;41;1;48;0.752;0.0;0.42;2;1.603;ex2;1
5;-1;0.0;-5;2.271;Right;0.801;-5;rctrl;42;1;3;0.751;0.0;0.405;3;0.851;ex2;1
-5;-1;0.0;5;3.246;Left;0.802;5;lctrl;43;1;48;0.752;0.0;0.624;2;1.604;ex2;1
-5;-1;0.0;5;2.489;Left;0.802;5;lctrl;44;1;3;0.752;0.0;0.613;1;0.857;ex2;1
-5;-1;0.0;5;3.129;Left;0.801;-5;lctrl;45;-1;48;0.751;0.0;0.5;3;1.603;ex2;1
5;1;0.0;5;2.426;Right;0.802;-5;rctrl;46;-1;3;0.752;0.0;0.554;0;0.852;ex2;1
5;1;0.0;5;3.017;Right;0.807;5;rctrl;47;1;48;0.756;0.0;0.385;1;1.608;ex2;1
-5;1;0.0;-5;2.971;Left;0.802;-5;lctrl;48;1;48;0.752;0.0;0.364;1;1.604;ex2;1
-5;1;0.0;-5;2.994;Left;0.803;-5;lctrl;49;1;48;0.753;0.0;0.371;0;1.61;ex2;1
-5;-1;0.0;5;2.309;Left;0.803;5;lctrl;50;1;3;0.753;0.0;0.438;0;0.853;ex2;1
5;-1;0.0;-5;2.36;Right;0.802;5;rctrl;51;-1;3;0.752;0.0;0.487;0;0.852;ex2;1
-5;-1;0.0;5;2.378;Left;0.801;-5;lctrl;52;-1;3;0.752;0.0;0.511;1;0.851;ex2;1
-5;-1;0.0;5;3.237;Left;0.802;-5;lctrl;53;-1;48;0.752;0.0;0.616;0;1.608;ex2;1
5;1;0.0;5;2.321;Right;0.802;5;rctrl;54;1;3;0.752;0.0;0.451;0;0.852;ex2;1
5;1;0.0;5;2.309;Right;0.802;5;rctrl;55;1;3;0.752;0.0;0.436;3;0.852;ex2;1
-5;1;0.0;-5;3.048;Left;0.802;5;lctrl;56;-1;48;0.752;0.0;0.428;3;1.604;ex2;1
-5;1;0.0;-5;3.067;Left;0.801;-5;lctrl;57;1;48;0.751;0.0;0.442;3;1.608;ex2;1
-5;1;0.0;-5;2.425;Left;0.801;5;lctrl;58;-1;3;0.751;0.0;0.548;1;0.851;ex2;1
5;1;0.0;5;3.098;Right;0.803;5;rctrl;59;1;48;0.753;0.0;0.467;3;1.604;ex2;1
-5;1;0.0;-5;2.474;Left;0.801;-5;lctrl;60;1;3;0.751;0.0;0.604;2;0.851;ex2;1
5;1;0.0;5;3.03;Right;0.802;-5;rctrl;61;-1;48;0.752;0.0;0.413;3;1.604;ex2;1
5;1;0.0;5;2.223;Right;0.801;-5;rctrl;62;-1;3;0.751;0.0;0.353;2;0.851;ex2;1
-5;1;0.0;-5;2.313;Left;0.806;5;lctrl;63;-1;3;0.755;0.0;0.433;3;0.856;ex2;1
5;-1;0.0;-5;3.079;Right;0.801;5;rctrl;64;-1;48;0.751;0.0;0.459;2;1.603;ex2;1
-5;1;0.0;-5;2.41;Left;0.801;5;lctrl;1;-1;3;0.751;0.0;0.539;0;0.851;ex3;1
-5;-1;0.0;5;2.394;Left;0.806;5;lctrl;2;1;3;0.756;0.0;0.523;1;0.857;ex3;1
-5;-1;0.0;5;3.107;Left;0.802;5;lctrl;3;1;48;0.752;0.0;0.481;3;1.604;ex3;1
5;-1;0.0;-5;2.316;Right;0.802;5;rctrl;4;-1;3;0.752;0.0;0.446;2;0.851;ex3;1
5;1;0.0;5;2.318;Right;0.801;5;lctrl;5;1;3;0.751;0.0;0.42;1;0.851;ex3;0
5;-1;0.0;-5;3.063;Right;0.801;5;rctrl;6;-1;48;0.751;0.0;0.435;2;1.604;ex3;1
5;1;0.0;5;3.019;Right;0.802;-5;rctrl;7;-1;48;0.752;0.0;0.396;3;1.604;ex3;1
5;1;0.0;5;2.22;Right;0.802;5;rctrl;8;1;3;0.752;0.0;0.35;0;0.853;ex3;1
-5;-1;0.0;5;3.167;Left;0.803;-5;lctrl;9;-1;48;0.753;0.0;0.538;0;1.605;ex3;1
5;-1;0.0;-5;3.035;Right;0.801;5;rctrl;10;-1;48;0.751;0.0;0.401;0;1.608;ex3;1
-5;1;0.0;-5;2.583;Left;0.801;-5;rctrl;11;1;3;0.751;0.0;0.684;3;0.851;ex3;0
-5;-1;0.0;5;3.05;Left;0.801;-5;lctrl;12;-1;48;0.751;0.0;0.424;3;1.608;ex3;1
5;-1;0.0;-5;2.331;Right;0.802;5;rctrl;13;-1;3;0.752;0.0;0.458;1;0.852;ex3;1
-5;-1;0.0;5;2.411;Left;0.8;5;lctrl;14;1;3;0.75;0.0;0.546;2;0.85;ex3;1
-5;1;0.0;-5;3.082;Left;0.801;-5;lctrl;15;1;48;0.751;0.0;0.454;0;1.604;ex3;1
-5;-1;0.0;5;2.427;Left;0.805;-5;lctrl;16;-1;3;0.755;0.0;0.546;2;0.855;ex3;1
5;-1;0.0;-5;2.364;Right;0.804;5;rctrl;17;-1;3;0.754;0.0;0.488;0;0.855;ex3;1
-5;1;0.0;-5;3.097;Left;0.802;5;lctrl;18;-1;48;0.752;0.0;0.48;1;1.603;ex3;1
5;1;0.0;5;2.287;Right;0.801;5;rctrl;19;1;3;0.751;0.0;0.408;3;0.851;ex3;1
5;1;0.0;5;2.223;Right;0.802;-5;rctrl;20;-1;3;0.752;0.0;0.345;3;0.852;ex3;1
5;-1;0.0;-5;3.082;Right;0.806;5;rctrl;21;-1;48;0.756;0.0;0.455;1;1.608;ex3;1
-5;-1;0.0;5;3.001;Left;0.802;5;rctrl;22;1;48;0.752;0.0;0.352;1;1.604;ex3;0
-5;-1;0.0;5;3.078;Left;0.802;5;lctrl;23;1;48;0.752;0.0;0.451;0;1.605;ex3;1
5;1;0.0;5;3.047;Right;0.802;-5;rctrl;24;-1;48;0.752;0.0;0.419;0;1.604;ex3;1
-5;1;0.0;-5;3.128;Left;0.802;5;lctrl;25;-1;48;0.751;0.0;0.504;3;1.609;ex3;1
-5;1;0.0;-5;2.388;Left;0.802;-5;lctrl;26;1;3;0.752;0.0;0.51;2;0.852;ex3;1
5;1;0.0;5;2.97;Right;0.802;-5;rctrl;27;-1;48;0.752;0.0;0.344;2;1.605;ex3;1
-5;-1;0.0;5;3.082;Left;0.801;-5;lctrl;28;-1;48;0.751;0.0;0.452;1;1.608;ex3;1
-5;1;0.0;-5;2.346;Left;0.802;5;lctrl;29;-1;3;0.752;0.0;0.468;3;0.852;ex3;1
5;1;0.0;5;3.02;Right;0.801;-5;rctrl;30;-1;48;0.751;0.0;0.396;1;1.604;ex3;1
5;1;0.0;5;2.252;Right;0.801;-5;rctrl;31;-1;3;0.751;0.0;0.376;0;0.85;ex3;1
-5;1;0.0;-5;3.113;Left;0.801;-5;lctrl;32;1;48;0.751;0.0;0.487;3;1.608;ex3;1
-5;1;0.0;-5;3.061;Left;0.801;5;lctrl;33;-1;48;0.751;0.0;0.439;2;1.603;ex3;1
5;-1;0.0;-5;3.049;Right;0.802;-5;rctrl;34;1;48;0.752;0.0;0.424;0;1.604;ex3;1
-5;1;0.0;-5;2.521;Left;0.801;-5;lctrl;35;1;3;0.751;0.0;0.649;0;0.851;ex3;1
-5;-1;0.0;5;2.63;Left;0.801;-5;lctrl;36;-1;3;0.751;0.0;0.762;3;0.852;ex3;1
5;1;0.0;5;3.16;Right;0.801;5;rctrl;37;1;48;0.751;0.0;0.532;1;1.604;ex3;1
-5;-1;0.0;5;2.36;Left;0.807;5;lctrl;38;1;3;0.756;0.0;0.477;3;0.857;ex3;1
-5;-1;0.0;5;3.035;Left;0.805;5;lctrl;39;1;3;0.756;0.0;1.167;0;0.855;ex3;1
-5;-1;0.0;5;2.461;Left;0.801;-5;lctrl;40;-1;3;0.751;0.0;0.596;1;0.851;ex3;1
5;1;0.0;5;2.208;Right;0.802;-5;rctrl;41;-1;3;0.752;0.0;0.335;2;0.852;ex3;1
-5;-1;0.0;5;3.155;Left;0.802;-5;lctrl;42;-1;48;0.752;0.0;0.515;2;1.605;ex3;1
-5;1;0.0;-5;2.458;Left;0.801;5;lctrl;43;-1;3;0.751;0.0;0.586;2;0.852;ex3;1
5;1;0.0;5;3.203;Right;0.8;5;rctrl;44;1;48;0.751;0.0;0.598;0;1.603;ex3;1
5;-1;0.0;-5;3.072;Right;0.802;-5;rctrl;45;1;48;0.752;0.0;0.45;2;1.603;ex3;1
5;1;0.0;5;2.996;Right;0.802;5;rctrl;46;1;48;0.752;0.0;0.349;3;1.609;ex3;1
5;-1;0.0;-5;3.098;Right;0.806;-5;rctrl;47;1;48;0.756;0.0;0.475;3;1.608;ex3;1
-5;1;0.0;-5;3.078;Left;0.801;-5;lctrl;48;1;48;0.751;0.0;0.452;1;1.603;ex3;1
5;1;0.0;5;2.316;Right;0.802;5;rctrl;49;1;3;0.752;0.0;0.437;2;0.852;ex3;1
5;-1;0.0;-5;2.252;Right;0.802;-5;rctrl;50;1;3;0.752;0.0;0.398;1;0.853;ex3;1
5;1;0.0;5;2.993;Right;0.803;5;rctrl;51;1;48;0.753;0.0;0.368;2;1.605;ex3;1
5;1;0.0;5;2.25;Right;0.803;-5;rctrl;52;-1;3;0.752;0.0;0.379;1;0.853;ex3;1
-5;-1;0.0;5;2.394;Left;0.801;-5;lctrl;53;-1;3;0.752;0.0;0.522;0;0.851;ex3;1
-5;1;0.0;-5;2.409;Left;0.802;5;lctrl;54;-1;3;0.752;0.0;0.543;1;0.852;ex3;1
-5;1;0.0;-5;3.095;Left;0.802;5;lctrl;55;-1;48;0.751;0.0;0.467;0;1.604;ex3;1
5;-1;0.0;-5;2.393;Right;0.802;-5;rctrl;56;1;3;0.752;0.0;0.523;2;0.853;ex3;1
5;-1;0.0;-5;2.252;Right;0.807;-5;rctrl;57;1;3;0.756;0.0;0.372;0;0.857;ex3;1
5;-1;0.0;-5;3.004;Right;0.801;-5;rctrl;58;1;48;0.751;0.0;0.383;1;1.603;ex3;1
5;-1;0.0;-5;2.278;Right;0.803;5;rctrl;59;-1;3;0.753;0.0;0.401;3;0.853;ex3;1
5;-1;0.0;-5;2.207;Right;0.802;-5;rctrl;60;1;3;0.752;0.0;0.327;3;0.857;ex3;1
5;-1;0.0;-5;3.02;Right;0.801;5;rctrl;61;-1;48;0.751;0.0;0.39;3;1.604;ex3;1
-5;1;0.0;-5;2.443;Left;0.803;-5;lctrl;62;1;3;0.752;0.0;0.564;1;0.853;ex3;1
-5;-1;0.0;5;3.16;Left;0.802;5;lctrl;63;1;48;0.752;0.0;0.539;2;1.604;ex3;1
-5;1;0.0;-5;3.047;Left;0.802;-5;lctrl;64;1;48;0.752;0.0;0.416;2;1.604;ex3;1
-5;-1;0.0;5;2.278;Left;0.803;5;lctrl;1;1;3;0.753;0.0;0.412;0;0.853;ex4;1
-5;1;0.0;-5;2.207;Left;0.807;5;lctrl;2;-1;3;0.756;0.0;0.338;3;0.857;ex4;1
5;-1;0.0;-5;2.292;Right;0.803;-5;rctrl;3;1;3;0.753;0.0;0.423;2;0.853;ex4;1
5;-1;0.0;-5;2.984;Right;0.801;-5;rctrl;4;1;48;0.751;0.0;0.36;2;1.604;ex4;1
